class,app,p,pf,qf,vf
2,10,0.69924,0.86427,0.30633,0.41869
2,10,0.70007,0.86427,0.30782,0.41806
2,10,0.69816,0.86424,0.30921,0.41717
2,10,0.70048,0.86338,0.30996,0.41848
2,10,0.70062,0.86306,0.30986,0.41923
2,10,0.70343,0.86278,0.31027,0.41952
2,10,0.70097,0.86325,0.30994,0.41874
2,10,0.69914,0.86575,0.30449,0.41659
2,10,0.70035,0.86372,0.30885,0.41805
2,10,0.70062,0.8645,0.30798,0.41704
2,10,0.6992,0.86343,0.31009,0.41803
2,10,0.70078,0.86368,0.31093,0.41721
2,10,0.69968,0.86223,0.31485,0.41834
2,10,0.70057,0.86371,0.31071,0.41774
2,10,0.70021,0.86308,0.31035,0.41838
2,10,0.70919,0.86315,0.3112,0.41823
2,10,0.70077,0.863,0.30983,0.41879
2,10,0.69752,0.86538,0.30519,0.4169
2,10,0.70088,0.86354,0.31072,0.41811
2,10,0.69943,0.86599,0.30673,0.41546
2,10,0.69874,0.865,0.30635,0.41732
2,10,0.69871,0.86522,0.30762,0.41584
2,10,0.70012,0.86301,0.31227,0.41809
2,10,0.69903,0.86464,0.30859,0.41686
2,10,0.69868,0.86389,0.30836,0.41835
2,10,0.70242,0.86268,0.31006,0.4196
2,10,0.69922,0.86393,0.30852,0.41807
2,10,0.69683,0.86471,0.3075,0.41752
2,10,0.69812,0.86395,0.30891,0.41784
2,10,0.69749,0.86421,0.31054,0.41648
2,10,0.69415,0.86553,0.30649,0.41581
2,10,0.69438,0.86545,0.30676,0.41606
2,10,0.69668,0.86354,0.31133,0.41705
2,10,0.69698,0.86424,0.31005,0.41666
2,10,0.69689,0.86392,0.30979,0.41736
2,10,0.7007,0.86308,0.31015,0.41919
2,10,0.6984,0.86427,0.30819,0.41739
2,10,0.69449,0.86571,0.30449,0.41682
2,10,0.69714,0.86505,0.30689,0.41682
2,10,0.69241,0.86664,0.30508,0.41444
2,10,0.69483,0.86659,0.30398,0.41553
3,11,0.049647,0.59047,0.80677,0.072498
3,11,0.051759,0.60735,0.79207,0.080881
3,11,0.051116,0.60316,0.79727,0.07597
3,11,0.05148,0.60397,0.79516,0.075479
3,11,0.05051,0.60056,0.79842,0.079955
3,11,0.050337,0.59423,0.80283,0.074623
3,11,0.049443,0.58859,0.80714,0.07285
3,11,0.048388,0.5809,0.81308,0.071571
3,11,0.047261,0.57264,0.81822,0.078368
3,11,0.047361,0.57278,0.81857,0.077694
3,11,0.046113,0.56259,0.82476,0.077482
3,11,0.045916,0.56038,0.82769,0.076547
3,11,0.044681,0.54945,0.8338,0.077905
3,11,0.044506,0.5475,0.83608,0.072723
3,11,0.04303,0.53415,0.84386,0.073586
3,11,0.042868,0.53044,0.84751,0.070177
3,11,0.041879,0.52041,0.85236,0.068997
3,11,0.042142,0.52499,0.85076,0.073473
3,11,0.041342,0.51861,0.85372,0.075336
3,11,0.042108,0.52376,0.85161,0.062161
3,11,0.041865,0.52179,0.85191,0.069582
3,11,0.041673,0.52113,0.85315,0.072627
3,11,0.041055,0.51492,0.8563,0.070208
3,11,0.041425,0.51629,0.85656,0.067342
3,11,0.04098,0.51289,0.85715,0.071383
3,11,0.041274,0.5172,0.85554,0.06804
3,11,0.040738,0.50936,0.85955,0.064429
3,11,0.04097,0.51303,0.85807,0.069731
3,11,0.040783,0.51304,0.85751,0.070387
3,11,0.041299,0.51382,0.85735,0.066848
3,11,0.040739,0.51073,0.85886,0.068819
3,11,0.041058,0.5147,0.85645,0.072522
3,11,0.041112,0.51443,0.85715,0.06507
3,11,0.041051,0.51152,0.85806,0.069331
3,11,0.04042,0.50987,0.85933,0.073065
3,11,0.040873,0.51046,0.85917,0.06666
3,11,0.040645,0.51006,0.85914,0.070164
3,11,0.040602,0.50964,0.85966,0.071368
3,11,0.043543,0.52513,0.84714,0.066905
3,11,0.040943,0.51092,0.85867,0.070005
3,11,0.040746,0.51228,0.85794,0.074071
3,11,0.041199,0.5136,0.85702,0.066288
3,11,0.040938,0.51398,0.85777,0.0654
3,11,0.041133,0.5154,0.85592,0.070566
3,11,0.04082,0.51195,0.85883,0.06689
3,11,0.041408,0.51592,0.85541,0.067526
3,11,0.040867,0.51448,0.85705,0.073292
3,11,0.04128,0.51488,0.85647,0.065982
3,11,0.041031,0.51295,0.85777,0.069339
3,11,0.041336,0.51761,0.85493,0.072617
3,11,0.041446,0.51866,0.85403,0.068145
3,11,0.041797,0.52006,0.85397,0.068699
3,11,0.041251,0.51644,0.85519,0.06976
3,11,0.041752,0.52112,0.85293,0.068516
3,11,0.040967,0.51201,0.85821,0.065853
3,11,0.041699,0.51923,0.85452,0.070069
3,11,0.041194,0.5152,0.85574,0.07211
3,11,0.042082,0.52442,0.85163,0.070498
3,11,0.041418,0.51526,0.85567,0.065959
3,11,0.041493,0.51935,0.85463,0.073024
3,11,0.041631,0.51972,0.8529,0.071205
3,11,0.041607,0.51829,0.85533,0.065746
3,11,0.041917,0.52041,0.85264,0.070509
3,11,0.04168,0.52236,0.85197,0.070651
3,11,0.042016,0.52347,0.85171,0.070958
3,11,0.041911,0.51976,0.85298,0.064347
3,11,0.042115,0.52401,0.85145,0.07114
3,11,0.04146,0.51918,0.85343,0.071204
3,11,0.042,0.52201,0.85318,0.068454
3,11,0.041722,0.51819,0.85386,0.066732
3,11,0.042092,0.52461,0.85142,0.068481
3,11,0.041608,0.51813,0.85365,0.069934
3,11,0.042024,0.52182,0.85319,0.070169
3,11,0.041875,0.51943,0.85294,0.068297
3,11,0.042066,0.52532,0.8508,0.070356
3,11,0.042102,0.52339,0.85085,0.068773
3,11,0.041922,0.52214,0.85283,0.067913
3,11,0.041808,0.51975,0.85267,0.071999
3,11,0.041825,0.52234,0.85235,0.074491
3,11,0.04183,0.51919,0.85387,0.067927
3,11,0.041951,0.52116,0.8533,0.068824
3,11,0.042156,0.52311,0.85088,0.072112
3,11,0.044905,0.54866,0.83614,0.07132
3,11,0.04199,0.51886,0.85333,0.070785
3,11,0.041627,0.51868,0.85465,0.070054
3,11,0.041955,0.52151,0.85184,0.0727
3,11,0.041579,0.52043,0.85348,0.072426
3,11,0.042071,0.52071,0.85279,0.066275
3,11,0.041599,0.51923,0.85362,0.071199
3,11,0.041883,0.52211,0.85204,0.07495
3,11,0.041869,0.52238,0.85145,0.070485
3,11,0.042164,0.52186,0.85239,0.069244
3,11,0.041623,0.51939,0.85327,0.073266
3,11,0.041957,0.52394,0.85138,0.073191
3,11,0.041509,0.51662,0.85484,0.071229
3,11,0.04218,0.52238,0.85237,0.067709
3,11,0.041663,0.52018,0.85287,0.07126
3,11,0.042468,0.52913,0.84849,0.073406
3,11,0.041847,0.52015,0.85269,0.066894
3,11,0.042198,0.52439,0.85136,0.07059
3,11,0.041864,0.52252,0.85103,0.070733
3,11,0.041739,0.52275,0.85249,0.067748
3,11,0.04203,0.5216,0.85158,0.066607
3,11,0.041987,0.52226,0.8523,0.068733
3,11,0.041997,0.52293,0.8511,0.072711
3,11,0.041769,0.52319,0.85189,0.070998
3,11,0.042326,0.52384,0.85117,0.061985
3,11,0.041829,0.52121,0.85239,0.070967
3,11,0.042071,0.52495,0.85053,0.072306
3,11,0.04155,0.51958,0.85318,0.072691
3,11,0.042283,0.52422,0.85143,0.066644
3,11,0.041802,0.52071,0.85219,0.064898
3,11,0.042589,0.53063,0.84757,0.075458
3,11,0.042033,0.52411,0.85056,0.068165
3,11,0.04217,0.52371,0.85178,0.070438
3,11,0.042085,0.5216,0.85144,0.066375
3,11,0.042034,0.52552,0.8505,0.069201
3,11,0.042074,0.52365,0.85059,0.068288
3,11,0.042075,0.52416,0.85107,0.067507
3,11,0.042494,0.52672,0.84893,0.06903
3,11,0.041889,0.52405,0.85054,0.072211
3,11,0.042561,0.53061,0.84724,0.065133
3,11,0.041779,0.5214,0.85248,0.06795
3,11,0.042304,0.52521,0.85044,0.067742
3,11,0.041705,0.52324,0.85066,0.074437
3,11,0.042083,0.52675,0.85007,0.070767
3,11,0.041853,0.52154,0.85179,0.06196
3,11,0.042245,0.52568,0.85059,0.068251
3,11,0.041927,0.52307,0.85042,0.070037
3,11,0.042002,0.52602,0.85005,0.072482
3,11,0.042116,0.52344,0.85084,0.066133
3,11,0.041891,0.52283,0.85222,0.063684
3,11,0.042137,0.52547,0.84986,0.072295
3,11,0.041662,0.52285,0.85133,0.073263
3,11,0.042205,0.52393,0.85125,0.067057
3,11,0.041806,0.51948,0.85281,0.070076
3,11,0.042125,0.52523,0.85039,0.067922
3,11,0.041754,0.52325,0.85092,0.070388
3,11,0.042184,0.5255,0.85106,0.068354
3,11,0.041749,0.51908,0.85286,0.068635
3,11,0.041912,0.5248,0.85086,0.072881
3,11,0.041519,0.52044,0.85316,0.069249
3,11,0.041919,0.52301,0.85195,0.065437
3,11,0.042147,0.52252,0.85127,0.071212
3,11,0.041793,0.52223,0.85157,0.073317
3,11,0.042191,0.52514,0.8505,0.070904
3,11,0.041802,0.51943,0.85325,0.067274
3,11,0.042235,0.5248,0.8509,0.070541
3,11,0.041723,0.5207,0.85191,0.073517
3,11,0.041968,0.52373,0.85201,0.066882
3,11,0.041815,0.51765,0.85349,0.069381
3,11,0.041841,0.52245,0.85238,0.068625
3,11,0.041605,0.51965,0.8527,0.074321
3,11,0.041909,0.52363,0.85205,0.065658
3,11,0.042058,0.52204,0.85146,0.068184
3,11,0.041789,0.52376,0.85127,0.072565
3,11,0.04184,0.5221,0.85185,0.071047
3,11,0.041798,0.52091,0.853,0.068219
3,11,0.042098,0.52255,0.85172,0.069569
3,11,0.04158,0.52039,0.85246,0.074035
3,11,0.042242,0.52496,0.85031,0.071994
3,11,0.041532,0.51613,0.85499,0.068198
3,11,0.041947,0.52156,0.85298,0.070807
3,11,0.041418,0.51821,0.8537,0.074441
3,11,0.042132,0.52258,0.85224,0.0686
3,11,0.041399,0.51351,0.85643,0.068261
3,11,0.042112,0.52456,0.85132,0.07061
3,11,0.041578,0.51966,0.85292,0.064042
3,11,0.041914,0.52215,0.85311,0.069537
3,11,0.041587,0.51754,0.85426,0.060568
3,11,0.041903,0.524,0.85183,0.074042
3,11,0.041604,0.52017,0.85225,0.071087
3,11,0.041791,0.52069,0.85374,0.06745
3,11,0.041795,0.52023,0.85243,0.06702
3,11,0.041699,0.5236,0.85219,0.068199
3,11,0.041594,0.51928,0.85286,0.065125
3,11,0.04163,0.51926,0.85475,0.069528
3,11,0.041816,0.52022,0.85272,0.066517
3,11,0.041522,0.5215,0.85253,0.074451
3,11,0.042018,0.52365,0.85137,0.068867
3,11,0.04148,0.51577,0.8554,0.062506
3,11,0.04207,0.5233,0.85136,0.071583
3,11,0.041384,0.51901,0.85314,0.072193
3,11,0.041971,0.524,0.85183,0.071855
3,11,0.041674,0.51786,0.85407,0.066676
3,11,0.041585,0.52162,0.85305,0.06784
3,11,0.041767,0.52228,0.8519,0.073176
3,11,0.041831,0.52113,0.85276,0.069509
3,11,0.042085,0.52122,0.85253,0.069403
3,11,0.041628,0.51967,0.85251,0.073124
3,11,0.04211,0.52566,0.85046,0.070484
3,11,0.041911,0.52042,0.85208,0.070658
3,11,0.042009,0.52292,0.85259,0.06927
3,11,0.041873,0.52163,0.8513,0.073783
3,11,0.041767,0.52311,0.85258,0.072991
3,11,0.042331,0.52349,0.8509,0.069762
3,11,0.04197,0.52289,0.8516,0.070221
3,11,0.042177,0.52582,0.85004,0.072904
3,11,0.04176,0.52117,0.85186,0.074607
3,11,0.042675,0.52962,0.84847,0.066963
3,11,0.042137,0.52224,0.85116,0.070502
3,11,0.04208,0.52473,0.85108,0.073175
3,11,0.041951,0.52237,0.85106,0.071912
3,11,0.042368,0.52624,0.8507,0.062789
3,11,0.042154,0.52138,0.85121,0.072069
3,11,0.04225,0.52695,0.84962,0.071092
3,11,0.042099,0.52415,0.84967,0.075128
3,11,0.042292,0.52641,0.8506,0.067187
3,11,0.04242,0.52461,0.84973,0.062862
3,11,0.042477,0.52888,0.84852,0.070716
3,11,0.041919,0.52255,0.85085,0.074623
3,11,0.042166,0.52492,0.85094,0.069286
3,11,0.042067,0.52098,0.85206,0.068327
3,11,0.042168,0.52585,0.85049,0.069607
3,11,0.042239,0.52638,0.84889,0.066271
3,11,0.042359,0.52818,0.84881,0.071482
3,11,0.042536,0.52564,0.8494,0.065619
3,11,0.042492,0.52692,0.84933,0.071049
3,11,0.042448,0.52702,0.84851,0.070513
3,11,0.04218,0.52836,0.84967,0.068387
3,11,0.042723,0.52784,0.8481,0.067799
3,11,0.042421,0.52658,0.84963,0.067474
3,11,0.042759,0.52914,0.84725,0.071338
3,11,0.042416,0.53044,0.84711,0.075241
3,11,0.043039,0.53405,0.84437,0.072115
3,11,0.042304,0.52571,0.85065,0.069236
3,11,0.042708,0.52757,0.84867,0.069112
3,11,0.042234,0.52617,0.8491,0.075314
3,11,0.042656,0.52976,0.84762,0.072313
3,11,0.042303,0.52497,0.85015,0.068839
3,11,0.042802,0.52799,0.84897,0.06947
3,11,0.042501,0.5277,0.84819,0.070109
3,11,0.042839,0.53252,0.84587,0.075572
3,11,0.042543,0.53002,0.84673,0.072301
3,11,0.042668,0.5295,0.84875,0.069888
3,11,0.042622,0.52696,0.84829,0.071204
3,11,0.042616,0.53109,0.84777,0.071191
3,11,0.042424,0.52844,0.84732,0.070109
3,11,0.042478,0.52988,0.84863,0.071397
3,11,0.042606,0.52735,0.84834,0.06888
3,11,0.042642,0.53074,0.84782,0.070262
3,11,0.042559,0.52763,0.84824,0.071763
3,11,0.042393,0.5308,0.84744,0.06955
3,11,0.042397,0.52839,0.84874,0.066288
3,11,0.042509,0.52842,0.84832,0.071462
3,11,0.042965,0.53043,0.84728,0.07002
3,11,0.042631,0.5291,0.84714,0.072994
3,11,0.043006,0.53352,0.84535,0.075762
3,11,0.042732,0.53127,0.84578,0.067878
3,11,0.042969,0.53101,0.8476,0.074832
3,11,0.042681,0.52737,0.8483,0.068989
3,11,0.042954,0.53337,0.84617,0.072417
3,11,0.042825,0.53107,0.8454,0.073077
3,11,0.042957,0.53484,0.84522,0.076392
3,11,0.043266,0.53476,0.84381,0.068789
3,11,0.042926,0.5321,0.84684,0.07167
3,11,0.043479,0.53555,0.84339,0.068324
3,11,0.042651,0.53029,0.84707,0.074243
3,11,0.043322,0.53747,0.84264,0.07416
3,11,0.043021,0.5343,0.84435,0.072402
3,11,0.043274,0.53463,0.84495,0.07179
3,11,0.043132,0.53176,0.84575,0.068307
3,11,0.043218,0.53409,0.84549,0.069866
3,11,0.0431,0.53319,0.84437,0.074466
3,11,0.043299,0.53789,0.84341,0.076486
3,11,0.043166,0.53471,0.84433,0.075781
3,11,0.04282,0.53179,0.84716,0.070062
3,11,0.043033,0.52938,0.84669,0.069605
3,11,0.043114,0.53409,0.84568,0.072384
3,11,0.043366,0.53412,0.8435,0.074501
3,11,0.043172,0.5378,0.84274,0.075595
3,11,0.043584,0.53908,0.84149,0.069157
3,11,0.043366,0.53767,0.84246,0.071288
3,11,0.043607,0.53682,0.84333,0.071122
3,11,0.043275,0.53493,0.84415,0.069347
3,11,0.043553,0.53748,0.84304,0.073653
3,11,0.043605,0.53992,0.83991,0.072615
3,11,0.043657,0.54111,0.84096,0.069487
3,11,0.043487,0.53846,0.84116,0.074618
3,11,0.043695,0.54026,0.84205,0.072004
3,11,0.043843,0.53842,0.84109,0.07028
3,11,0.04359,0.53754,0.84337,0.071649
3,11,0.043533,0.53641,0.84275,0.062701
3,11,0.043407,0.53889,0.84233,0.076348
3,11,0.043771,0.54105,0.83957,0.073642
3,11,0.043784,0.5425,0.83944,0.074947
3,11,0.043892,0.54066,0.8405,0.071772
3,11,0.043471,0.53601,0.84328,0.069989
3,11,0.043812,0.53916,0.84207,0.070682
3,11,0.043595,0.53827,0.84197,0.070814
3,11,0.043802,0.54105,0.84074,0.074987
3,11,0.043668,0.54128,0.83954,0.074621
3,11,0.043968,0.54439,0.83872,0.07615
3,11,0.043513,0.53882,0.84108,0.073988
3,11,0.043841,0.543,0.84022,0.074122
3,11,0.043833,0.53856,0.8409,0.071992
3,11,0.044246,0.54453,0.83903,0.070615
3,11,0.043746,0.53656,0.84193,0.073123
3,11,0.043853,0.54131,0.84084,0.07359
3,11,0.043688,0.53918,0.84072,0.078016
3,11,0.043527,0.54191,0.84111,0.069059
3,11,0.043931,0.54233,0.83917,0.07608
3,11,0.043689,0.54106,0.84056,0.069699
3,11,0.043774,0.53874,0.84212,0.071766
3,11,0.043587,0.53786,0.84266,0.067965
3,11,0.044208,0.54395,0.83925,0.065663
3,11,0.043302,0.53686,0.8426,0.071586
3,11,0.043849,0.54233,0.83995,0.076342
3,11,0.043432,0.53855,0.84109,0.07466
3,11,0.043641,0.54177,0.84112,0.075623
3,11,0.043759,0.53991,0.84016,0.072925
3,11,0.043624,0.53916,0.84295,0.067153
3,11,0.043919,0.53826,0.8407,0.070522
3,11,0.043727,0.53942,0.8421,0.072218
3,11,0.043933,0.53916,0.84064,0.071396
3,11,0.043519,0.53797,0.84235,0.075229
3,11,0.044167,0.54346,0.83802,0.071758
3,11,0.043702,0.54183,0.83901,0.074249
3,11,0.04407,0.54356,0.83878,0.075395
3,11,0.043715,0.54005,0.84059,0.070112
3,11,0.044092,0.54204,0.84019,0.072576
3,11,0.04381,0.53854,0.84116,0.067506
3,11,0.044287,0.54351,0.83899,0.072327
3,11,0.046478,0.55099,0.82794,0.05662
3,11,0.044278,0.54578,0.83756,0.076699
3,11,0.043879,0.54184,0.83845,0.074091
3,11,0.043868,0.54336,0.83971,0.076722
3,11,0.043411,0.53553,0.84254,0.075485
3,11,0.043942,0.54274,0.84055,0.072425
3,11,0.043631,0.5363,0.84258,0.073019
3,11,0.044056,0.54238,0.84006,0.070987
3,11,0.043967,0.53999,0.84034,0.071869
3,11,0.044119,0.54446,0.83848,0.073737
3,11,0.044146,0.54341,0.83727,0.077952
3,11,0.043979,0.54329,0.8394,0.072435
3,11,0.044069,0.54251,0.83854,0.07418
3,11,0.043828,0.54077,0.8409,0.07377
3,11,0.044115,0.54108,0.83947,0.070412
3,11,0.04389,0.54005,0.84165,0.069661
3,11,0.04403,0.53773,0.84075,0.063653
3,11,0.044326,0.5443,0.83863,0.0657
3,11,0.043999,0.54004,0.83937,0.077895
3,11,0.044136,0.54606,0.83781,0.072647
3,11,0.043964,0.54151,0.83874,0.078859
3,11,0.043872,0.54201,0.84002,0.072528
3,11,0.043812,0.53889,0.84131,0.066119
3,11,0.044005,0.54142,0.84036,0.072115
3,11,0.043997,0.5394,0.84087,0.068019
3,11,0.043972,0.54106,0.84075,0.072567
3,11,0.044182,0.54187,0.83913,0.070635
3,11,0.043812,0.54196,0.84034,0.075676
3,11,0.044018,0.54246,0.83892,0.073856
3,11,0.043656,0.54076,0.84044,0.076586
3,11,0.044162,0.54294,0.83857,0.072671
3,11,0.043892,0.54101,0.84022,0.073095
3,11,0.044336,0.54311,0.83881,0.069822
3,11,0.043756,0.53783,0.84198,0.071396
3,11,0.044369,0.54262,0.83917,0.069492
3,11,0.043907,0.5408,0.83986,0.073295
3,11,0.044201,0.54498,0.83821,0.075041
3,11,0.043988,0.54269,0.83826,0.076879
3,11,0.043926,0.5428,0.83994,0.075154
3,11,0.043864,0.54035,0.83963,0.073942
3,11,0.043882,0.53995,0.84152,0.070917
3,11,0.044009,0.541,0.83933,0.071887
3,11,0.044005,0.54216,0.84072,0.070439
3,11,0.043793,0.53748,0.84155,0.071694
3,11,0.043984,0.54263,0.84017,0.073069
3,11,0.043856,0.53966,0.83992,0.070802
3,11,0.044056,0.54457,0.83872,0.077296
3,11,0.043955,0.54039,0.83956,0.076186
3,11,0.044118,0.54445,0.8387,0.073528
3,11,0.044109,0.54036,0.8401,0.074062
3,11,0.044283,0.54245,0.83951,0.066024
3,11,0.044199,0.54065,0.84067,0.065404
3,11,0.044117,0.54186,0.8399,0.070575
3,11,0.04419,0.54126,0.83982,0.074859
3,11,0.043775,0.54096,0.84018,0.076054
3,11,0.044354,0.54597,0.83701,0.076969
3,11,0.043829,0.5416,0.83973,0.069402
3,11,0.044225,0.54172,0.83931,0.074812
3,11,0.043934,0.54074,0.84074,0.071467
3,11,0.044358,0.54097,0.83964,0.073845
3,11,0.044059,0.54152,0.84023,0.070561
3,11,0.044379,0.54187,0.83905,0.074615
3,11,0.043872,0.54097,0.84046,0.074784
3,11,0.044306,0.54477,0.83704,0.077677
3,11,0.044006,0.54459,0.83819,0.078312
3,11,0.044064,0.54203,0.83923,0.074621
3,11,0.044073,0.54353,0.83826,0.075833
3,11,0.044148,0.54103,0.84016,0.07187
3,11,0.043806,0.53771,0.84197,0.073091
3,11,0.044165,0.53979,0.84105,0.071158
3,11,0.043852,0.53886,0.84102,0.072953
3,11,0.04421,0.54208,0.83921,0.074393
3,11,0.043849,0.54093,0.83961,0.076418
3,11,0.044355,0.54584,0.8369,0.076525
3,11,0.043527,0.53849,0.84127,0.070558
3,11,0.044401,0.54529,0.8375,0.074564
3,11,0.043556,0.5378,0.84227,0.073284
3,11,0.044262,0.54165,0.83949,0.070898
3,11,0.043663,0.53645,0.84304,0.072982
3,11,0.044328,0.54271,0.83898,0.064999
3,11,0.043832,0.53969,0.83999,0.074045
3,11,0.044192,0.54379,0.8386,0.075755
3,11,0.043848,0.54186,0.83902,0.076409
3,11,0.044024,0.54256,0.83964,0.077515
3,11,0.043769,0.54004,0.84026,0.073133
3,11,0.044486,0.54504,0.83831,0.068623
3,11,0.043937,0.53926,0.84092,0.069705
3,11,0.044382,0.5431,0.8396,0.07227
3,11,0.043961,0.53927,0.84063,0.071608
3,11,0.044421,0.54522,0.83787,0.073476
3,11,0.043698,0.53818,0.84079,0.070908
3,11,0.044168,0.54463,0.8382,0.075116
3,11,0.043583,0.54009,0.8401,0.07675
3,11,0.04424,0.5432,0.83892,0.072377
3,11,0.043891,0.53992,0.83997,0.074061
3,11,0.044353,0.54403,0.83883,0.070229
3,11,0.044189,0.54115,0.83913,0.071676
3,11,0.044232,0.54236,0.83982,0.070525
3,11,0.044109,0.54066,0.83915,0.072866
3,11,0.044027,0.54356,0.83922,0.074727
3,11,0.044042,0.54116,0.83881,0.076367
3,11,0.044179,0.54614,0.83721,0.077605
3,11,0.04423,0.54417,0.83761,0.075792
3,11,0.043796,0.54114,0.84041,0.073415
3,11,0.044452,0.54493,0.83768,0.065778
3,11,0.043756,0.53861,0.84192,0.062501
3,11,0.044316,0.54244,0.83942,0.07084
3,11,0.043739,0.53827,0.84136,0.071857
3,11,0.044217,0.54347,0.83904,0.067403
3,11,0.043619,0.53878,0.84074,0.0753
3,11,0.044142,0.54584,0.83777,0.076711
3,11,0.043953,0.54191,0.83876,0.075162
3,11,0.043853,0.54262,0.83978,0.074527
3,11,0.044089,0.54096,0.83952,0.067034
3,11,0.044099,0.54296,0.83994,0.065625
3,11,0.04413,0.53917,0.84073,0.073212
3,11,0.043897,0.53987,0.84102,0.070697
3,11,0.044267,0.54204,0.83917,0.075737
3,11,0.043908,0.54268,0.83876,0.073772
3,11,0.044206,0.54476,0.83769,0.071201
3,11,0.043859,0.54369,0.8384,0.075032
3,11,0.044262,0.54622,0.8372,0.074712
3,11,0.043517,0.53849,0.84104,0.073757
3,11,0.044055,0.5419,0.84035,0.070608
3,11,0.043673,0.53926,0.84056,0.070607
3,11,0.044067,0.54226,0.84017,0.068438
3,11,0.044017,0.54107,0.83904,0.07245
3,11,0.043903,0.54269,0.84007,0.071315
3,11,0.043875,0.54104,0.83898,0.075874
3,11,0.043861,0.54347,0.83946,0.076136
3,11,0.043942,0.5418,0.83836,0.076029
3,11,0.043732,0.54156,0.84038,0.074442
3,11,0.044023,0.54098,0.83938,0.074647
3,11,0.043664,0.53901,0.84187,0.071815
3,11,0.044411,0.54335,0.83807,0.072689
3,11,0.044017,0.5422,0.83963,0.070328
3,11,0.04442,0.54383,0.83793,0.073292
3,11,0.043828,0.54168,0.83997,0.072044
3,11,0.04435,0.54596,0.8368,0.07629
3,11,0.043795,0.54244,0.83855,0.075089
3,11,0.044142,0.54521,0.8378,0.075158
3,11,0.043691,0.53972,0.84025,0.074731
3,11,0.044128,0.54409,0.83905,0.064847
3,11,0.043906,0.54032,0.83995,0.073704
3,11,0.044236,0.54285,0.83969,0.067886
3,11,0.043879,0.53772,0.84108,0.073472
3,11,0.044106,0.54256,0.83965,0.068986
3,11,0.043485,0.53588,0.84259,0.076689
3,11,0.043668,0.53966,0.84253,0.069936
3,11,0.04391,0.54216,0.83801,0.077142
3,11,0.044048,0.54535,0.83808,0.075737
3,11,0.043672,0.54018,0.83991,0.073639
3,11,0.044626,0.54868,0.83611,0.078467
3,11,0.043635,0.53714,0.84281,0.063133
3,11,0.044114,0.54304,0.83997,0.072568
3,11,0.043773,0.53828,0.84119,0.070508
3,11,0.044203,0.5436,0.83902,0.0729
3,11,0.043961,0.54179,0.8385,0.076449
3,11,0.044093,0.54578,0.83796,0.075029
3,11,0.043815,0.54162,0.83862,0.07653
3,11,0.043864,0.54367,0.83964,0.075108
3,11,0.043716,0.54072,0.83977,0.075858
3,11,0.044163,0.54437,0.83895,0.071162
3,11,0.043971,0.54075,0.83969,0.071137
3,11,0.044205,0.5435,0.83962,0.072979
3,11,0.043955,0.53867,0.84061,0.069771
3,11,0.044167,0.54402,0.83921,0.074621
3,11,0.043992,0.54269,0.83881,0.073001
3,11,0.044222,0.54588,0.83759,0.078337
3,11,0.043987,0.54372,0.83749,0.074738
3,11,0.043945,0.54384,0.8387,0.077184
3,11,0.044206,0.54495,0.83711,0.07042
3,11,0.044103,0.54477,0.8385,0.073067
3,11,0.044197,0.54298,0.83776,0.073555
3,11,0.044251,0.5452,0.83839,0.071429
3,11,0.044251,0.54219,0.83848,0.072668
3,11,0.044183,0.54376,0.83927,0.066383
3,11,0.044374,0.54336,0.83803,0.073063
3,11,0.043909,0.54323,0.83922,0.075546
3,11,0.044014,0.54209,0.83854,0.077141
3,11,0.044053,0.54473,0.83802,0.077594
3,11,0.044155,0.54353,0.83799,0.075817
3,11,0.043741,0.5414,0.8403,0.068652
3,11,0.04405,0.54043,0.83995,0.075596
3,11,0.043987,0.54304,0.83933,0.072239
3,11,0.043996,0.54005,0.84063,0.071609
3,11,0.043972,0.54248,0.83935,0.070703
3,11,0.044114,0.5439,0.8394,0.069656
3,11,0.04377,0.54258,0.83931,0.073237
3,11,0.044358,0.54571,0.83667,0.075785
3,11,0.04387,0.544,0.83834,0.076843
3,11,0.044095,0.54532,0.83764,0.075191
3,11,0.044447,0.53245,0.83919,0.083196
3,11,0.044195,0.54496,0.83819,0.073388
3,11,0.043681,0.5406,0.84005,0.073705
3,11,0.044236,0.54337,0.83905,0.072735
3,11,0.044284,0.54277,0.83799,0.071773
3,11,0.044122,0.54325,0.83951,0.073527
3,11,0.043996,0.54132,0.83895,0.070181
3,11,0.044256,0.54633,0.8376,0.078168
3,11,0.044069,0.54335,0.83775,0.074212
3,11,0.043802,0.54303,0.83964,0.079035
3,11,0.04409,0.54345,0.838,0.074977
3,11,0.043712,0.54281,0.83973,0.075896
3,11,0.044272,0.54451,0.8375,0.072852
3,11,0.043995,0.54305,0.8391,0.067415
3,11,0.044315,0.54388,0.8384,0.071039
3,11,0.043755,0.53917,0.84141,0.0718
3,11,0.044368,0.54494,0.83793,0.071964
3,11,0.044004,0.54236,0.83891,0.074007
4,12,0.01815,0.64645,0.15972,0.75509
4,12,0.017949,0.65423,0.16062,0.74794
4,12,0.017934,0.65572,0.15731,0.74755
4,12,0.017777,0.64622,0.14678,0.75698
4,12,0.017166,0.63612,0.15138,0.76536
4,12,0.017983,0.63422,0.14852,0.76732
4,12,0.018412,0.64116,0.14643,0.76084
4,12,0.018877,0.65108,0.1457,0.7525
4,12,0.018176,0.64629,0.13572,0.75711
