class,app,p,pf,qf,vf
1,6,0.078366,0.58965,0.80863,0.064464
1,6,0.077475,0.58468,0.80893,0.06384
1,6,0.078253,0.59075,0.80716,0.067138
1,6,0.076722,0.58199,0.81071,0.069178
1,6,0.077821,0.58689,0.80957,0.067901
1,6,0.077074,0.5831,0.81039,0.072464
1,6,0.078056,0.58595,0.80992,0.06425
1,6,0.07697,0.58399,0.81023,0.067122
1,6,0.077804,0.58577,0.80891,0.060232
1,6,0.077906,0.58513,0.80824,0.070281
1,6,0.077655,0.58336,0.81035,0.061505
1,6,0.077126,0.58592,0.81029,0.06554
1,6,0.07785,0.5854,0.80815,0.065069
1,6,0.076529,0.58327,0.81193,0.067971
1,6,0.077761,0.58378,0.8087,0.071883
1,6,0.07683,0.58453,0.81354,0.067912
1,6,0.077501,0.58203,0.81128,0.066804
1,6,0.076197,0.58064,0.81324,0.064812
1,6,0.078035,0.58739,0.80891,0.067295
1,6,0.077031,0.58335,0.81083,0.065763
1,6,0.077764,0.58557,0.80981,0.073108
1,6,0.076046,0.57944,0.81293,0.065925
1,6,0.078148,0.59076,0.80716,0.074578
1,6,0.076235,0.5791,0.81378,0.068258
1,6,0.078015,0.58749,0.80996,0.070262
1,6,0.077146,0.58986,0.80591,0.06562
1,6,0.076905,0.587,0.81028,0.065108
1,6,0.076332,0.58466,0.80898,0.064609
1,6,0.076666,0.58715,0.81065,0.066151
1,6,0.076637,0.58709,0.80666,0.062902
1,6,0.076899,0.59105,0.80801,0.070391
1,6,0.076158,0.58385,0.80925,0.064743
1,6,0.076996,0.59154,0.80744,0.074849
1,6,0.075954,0.58151,0.81176,0.063651
1,6,0.077449,0.59175,0.80645,0.069403
1,6,0.076497,0.58267,0.81058,0.066661
1,6,0.07665,0.58661,0.81019,0.067303
1,6,0.07728,0.58731,0.80671,0.066735
1,6,0.07605,0.58577,0.81033,0.070777
1,6,0.077124,0.58753,0.80657,0.067408
1,6,0.075925,0.5861,0.81037,0.073831
1,6,0.077271,0.58775,0.8069,0.07293
1,6,0.076558,0.58866,0.80801,0.072388
1,6,0.07741,0.58779,0.80825,0.073635
1,6,0.076341,0.58432,0.81038,0.066413
1,6,0.078242,0.59244,0.80492,0.065724
1,6,0.076311,0.58518,0.80935,0.062984
1,6,0.077432,0.58897,0.80851,0.063908
1,6,0.076535,0.58592,0.80957,0.070503
1,6,0.076919,0.593,0.8076,0.066909
1,6,0.076257,0.58642,0.80845,0.068561
1,6,0.076977,0.58775,0.80889,0.068262
1,6,0.075874,0.58155,0.81184,0.071735
1,6,0.077307,0.58807,0.80888,0.06603
1,6,0.076656,0.58533,0.80907,0.075348
1,6,0.077436,0.58905,0.80773,0.061006
1,6,0.076194,0.58336,0.8107,0.071606
1,6,0.076958,0.58545,0.81074,0.063398
1,6,0.07514,0.57925,0.81355,0.079364
1,6,0.076802,0.58676,0.80955,0.066184
1,6,0.076117,0.58542,0.80962,0.076725
1,6,0.078129,0.5915,0.80491,0.072289
1,6,0.075779,0.58203,0.81168,0.070888
1,6,0.077579,0.58888,0.80773,0.065886
1,6,0.075473,0.5767,0.81572,0.062213
1,6,0.077254,0.58811,0.80843,0.066228
1,6,0.075723,0.58339,0.81046,0.062587
1,6,0.077141,0.58949,0.80786,0.068089
1,6,0.07565,0.58021,0.81231,0.064902
1,6,0.077186,0.58704,0.8095,0.074255
1,6,0.075951,0.58135,0.81158,0.064542
1,6,0.077151,0.58652,0.81107,0.069524
1,6,0.076141,0.58079,0.81107,0.061307
1,6,0.077204,0.58594,0.81029,0.067077
1,6,0.075578,0.57791,0.81343,0.065123
1,6,0.076413,0.58253,0.81292,0.068246
1,6,0.075057,0.57489,0.81647,0.073674
1,6,0.07616,0.57877,0.81547,0.071646
1,6,0.07498,0.57279,0.81776,0.070898
1,6,0.076792,0.58211,0.81331,0.057977
1,6,0.075779,0.57819,0.81383,0.068298
1,6,0.076678,0.58236,0.81266,0.060863
1,6,0.073957,0.5663,0.82081,0.072732
1,6,0.076021,0.57821,0.81502,0.069055
1,6,0.075175,0.57634,0.81618,0.068726
1,6,0.07734,0.58336,0.81093,0.067001
1,6,0.075167,0.57527,0.81738,0.063181
1,6,0.076435,0.578,0.81451,0.069808
1,6,0.075214,0.57722,0.81668,0.07078
1,6,0.076891,0.58167,0.81137,0.072956
1,6,0.074791,0.5736,0.81945,0.07365
1,6,0.076209,0.57711,0.81449,0.063163
1,6,0.075456,0.57649,0.81767,0.06922
1,6,0.076334,0.57762,0.81345,0.059349
1,6,0.075835,0.57942,0.81594,0.064506
1,6,0.075673,0.57511,0.8146,0.068452
1,6,0.076157,0.58098,0.81528,0.064025
1,6,0.075426,0.57393,0.81601,0.06723
1,6,0.076818,0.58117,0.81394,0.066869
1,6,0.075459,0.57484,0.81651,0.06149
1,6,0.076299,0.57781,0.81507,0.066292
1,6,0.075803,0.58088,0.81385,0.07163
1,6,0.075733,0.5783,0.81332,0.066891
1,6,0.076175,0.58232,0.81372,0.069764
1,6,0.075328,0.57595,0.81506,0.071401
1,6,0.076254,0.57973,0.81477,0.063243
1,6,0.074454,0.57465,0.81869,0.065081
1,6,0.076219,0.57968,0.81341,0.062631
1,6,0.07589,0.58373,0.81312,0.064985
1,6,0.07596,0.57917,0.81223,0.064594
1,6,0.076379,0.58388,0.81323,0.065539
1,6,0.074712,0.57093,0.81779,0.073495
1,6,0.076424,0.5813,0.81468,0.062179
1,6,0.074795,0.57334,0.81784,0.061003
1,6,0.076459,0.58069,0.81263,0.070064
1,6,0.074961,0.57744,0.81619,0.067831
1,6,0.07524,0.57527,0.81591,0.069818
1,6,0.074676,0.57359,0.81933,0.079461
1,6,0.075812,0.57579,0.81477,0.059453
1,6,0.075521,0.57778,0.81719,0.066162
1,6,0.075612,0.5756,0.81473,0.063559
1,6,0.075186,0.57718,0.81815,0.064331
1,6,0.075458,0.57082,0.81554,0.071932
1,6,0.075946,0.57951,0.81613,0.065308
1,6,0.075063,0.57156,0.81846,0.066865
1,6,0.076501,0.58189,0.81368,0.065115
1,6,0.074547,0.57222,0.81805,0.065971
1,6,0.076759,0.583,0.81289,0.073063
1,6,0.07523,0.57523,0.81562,0.066265
1,6,0.075008,0.57244,0.81919,0.078504
1,6,0.074115,0.56984,0.81989,0.064245
1,6,0.07479,0.57111,0.8216,0.06415
1,6,0.074704,0.57268,0.81787,0.064053
1,6,0.075471,0.57614,0.81763,0.061404
1,6,0.074338,0.57098,0.81885,0.069126
1,6,0.075956,0.57792,0.81574,0.066732
1,6,0.073767,0.56532,0.82274,0.063864
1,6,0.076128,0.57845,0.81559,0.066013
1,6,0.07388,0.56807,0.82118,0.063879
1,6,0.076221,0.58026,0.81423,0.074501
1,6,0.074496,0.57105,0.81954,0.072231
1,6,0.076002,0.57644,0.81639,0.066592
1,6,0.074336,0.57049,0.82052,0.062206
1,6,0.0753,0.5734,0.81899,0.061825
1,6,0.074796,0.57488,0.81711,0.065377
1,6,0.07515,0.57421,0.81896,0.067358
1,6,0.074595,0.57571,0.81798,0.07073
1,6,0.075592,0.57508,0.81758,0.064923
1,6,0.074537,0.57127,0.82034,0.058842
1,6,0.075967,0.57759,0.81509,0.069815
1,6,0.074478,0.57354,0.81943,0.061493
1,6,0.075304,0.57261,0.81742,0.07916
1,6,0.074992,0.57645,0.81746,0.065091
1,6,0.074998,0.57052,0.81987,0.06358
1,6,0.075655,0.57896,0.81603,0.06453
1,6,0.074707,0.57176,0.8185,0.060461
1,6,0.074598,0.57496,0.81896,0.067661
1,6,0.074079,0.56738,0.82075,0.06868
1,6,0.075961,0.5798,0.81568,0.063582
1,6,0.074933,0.57204,0.81739,0.065864
1,6,0.076415,0.58274,0.81368,0.063472
1,6,0.074294,0.5713,0.81862,0.066531
1,6,0.075493,0.57854,0.81605,0.072441
1,6,0.074303,0.57173,0.81872,0.069113
1,6,0.075821,0.57702,0.81737,0.070096
1,6,0.074435,0.57006,0.81997,0.061699
1,6,0.075092,0.57427,0.8179,0.06002
1,6,0.075125,0.57792,0.81586,0.063914
1,6,0.075822,0.57702,0.81466,0.065863
1,6,0.074558,0.57452,0.81952,0.070108
1,6,0.075642,0.57613,0.81539,0.066659
1,6,0.075149,0.57602,0.81828,0.063083
1,6,0.074969,0.57267,0.81685,0.064265
1,6,0.075652,0.57999,0.81554,0.071062
1,6,0.074652,0.57331,0.81729,0.06921
1,6,0.075334,0.57886,0.816,0.070689
1,6,0.074316,0.57286,0.81831,0.072171
1,6,0.075268,0.5744,0.81829,0.057693
1,6,0.073718,0.57045,0.82014,0.067397
1,6,0.073064,0.56516,0.82306,0.060322
1,6,0.074076,0.57298,0.819,0.070788
1,6,0.075283,0.57516,0.81562,0.069151
1,6,0.074998,0.57901,0.81601,0.064976
1,6,0.074845,0.57194,0.81744,0.062054
1,6,0.074496,0.57599,0.81875,0.064776
1,6,0.074223,0.56972,0.81759,0.068216
1,6,0.074679,0.57796,0.81764,0.071474
1,6,0.074181,0.56969,0.81845,0.071204
1,6,0.074717,0.57519,0.81876,0.061602
1,6,0.072986,0.56361,0.82343,0.063888
1,6,0.073955,0.5702,0.8217,0.064487
1,6,0.073717,0.57085,0.819,0.062318
1,6,0.074981,0.57781,0.81619,0.072151
1,6,0.073358,0.56767,0.82152,0.062949
1,6,0.07532,0.57647,0.8167,0.067059
1,6,0.073697,0.57027,0.81964,0.063851
1,6,0.074829,0.57618,0.81704,0.067305
1,6,0.073647,0.57218,0.81811,0.071528
1,6,0.074354,0.57172,0.81993,0.065983
1,6,0.074231,0.57249,0.81817,0.066391
1,6,0.074707,0.57225,0.81919,0.06004
1,6,0.074049,0.57365,0.8181,0.064778
1,6,0.074336,0.57094,0.81935,0.066072
1,6,0.074284,0.57322,0.81764,0.068397
1,6,0.074608,0.5709,0.8191,0.067077
1,6,0.073368,0.56877,0.82265,0.062682
1,6,0.074257,0.57104,0.81917,0.064116
1,6,0.073867,0.57355,0.8197,0.069375
1,6,0.073531,0.56509,0.82159,0.071438
1,6,0.074426,0.57582,0.81898,0.064142
1,6,0.073576,0.56524,0.82182,0.064966
1,6,0.074649,0.57663,0.81838,0.057393
1,6,0.073012,0.56489,0.82213,0.06526
1,6,0.074016,0.57373,0.81969,0.069361
1,6,0.072619,0.564,0.82371,0.066515
1,6,0.074276,0.57119,0.82061,0.065253
1,6,0.073035,0.56646,0.82292,0.068461
1,6,0.073726,0.57005,0.82019,0.065081
1,6,0.07304,0.57005,0.82188,0.072813
1,6,0.07403,0.57416,0.81822,0.071316
1,6,0.074028,0.57333,0.82037,0.060949
1,6,0.074152,0.57018,0.8187,0.060862
1,6,0.074287,0.57527,0.81936,0.064981
1,6,0.073597,0.5701,0.81924,0.062334
1,6,0.074227,0.57465,0.8198,0.068971
1,6,0.073504,0.56874,0.82026,0.068492
1,6,0.07452,0.57398,0.81927,0.059454
1,6,0.072564,0.565,0.82311,0.073449
1,6,0.074265,0.57451,0.81861,0.065228
1,6,0.073254,0.56853,0.82157,0.074356
1,6,0.07481,0.57392,0.81812,0.067252
1,6,0.072967,0.56526,0.82332,0.061299
1,6,0.074883,0.57486,0.818,0.067974
1,6,0.072805,0.56826,0.82209,0.064497
1,6,0.074188,0.57592,0.81714,0.067978
1,6,0.073527,0.57416,0.81916,0.072984
1,6,0.075366,0.57686,0.81553,0.066799
1,6,0.073062,0.57022,0.82083,0.069447
1,6,0.074784,0.57657,0.81647,0.065079
1,6,0.072888,0.56862,0.82151,0.07279
1,6,0.074597,0.57311,0.81892,0.068763
1,6,0.073159,0.56869,0.82154,0.064727
1,6,0.073798,0.56929,0.82092,0.070075
1,6,0.07252,0.56266,0.8233,0.062207
1,6,0.074019,0.57378,0.81878,0.070577
1,6,0.073299,0.5708,0.81934,0.064119
1,6,0.074192,0.57324,0.8196,0.071836
1,6,0.073054,0.56701,0.82185,0.06029
1,6,0.073855,0.5713,0.8205,0.068639
1,6,0.072616,0.5661,0.82213,0.066097
1,6,0.073918,0.57362,0.81946,0.069173
1,6,0.072567,0.56513,0.82311,0.069367
1,6,0.074168,0.57323,0.82009,0.064608
1,6,0.072849,0.56586,0.8221,0.061078
1,6,0.073962,0.5723,0.82116,0.065865
1,6,0.073099,0.56478,0.8225,0.067036
1,6,0.074106,0.57348,0.81998,0.06671
1,6,0.073508,0.56493,0.82264,0.06814
1,6,0.073302,0.56938,0.82337,0.061621
1,6,0.073718,0.56738,0.82048,0.07098
1,6,0.073229,0.5701,0.823,0.068371
1,6,0.074113,0.56744,0.8205,0.066557
1,6,0.073045,0.56684,0.82492,0.060992
1,6,0.073677,0.56718,0.8218,0.061462
1,6,0.072771,0.56755,0.8239,0.064352
1,6,0.073737,0.56845,0.82143,0.066029
1,6,0.073372,0.56743,0.82256,0.073497
1,6,0.07358,0.56658,0.82288,0.061452
1,6,0.073031,0.5682,0.82257,0.069633
1,6,0.07388,0.57037,0.82011,0.066772
1,6,0.072874,0.56762,0.82266,0.071066
1,6,0.073879,0.56816,0.82137,0.071197
1,6,0.07337,0.56786,0.82194,0.060646
1,6,0.073936,0.5679,0.82165,0.072385
1,6,0.072607,0.5653,0.82342,0.063436
1,6,0.073097,0.56793,0.82208,0.073021
1,6,0.071675,0.56357,0.82699,0.06736
1,6,0.073919,0.56891,0.82141,0.067555
1,6,0.072542,0.56563,0.82376,0.066753
1,6,0.074136,0.57231,0.81858,0.06725
1,6,0.072856,0.56731,0.82154,0.070165
1,6,0.074098,0.56969,0.81974,0.060025
1,6,0.072324,0.56293,0.82457,0.067554
1,6,0.074143,0.57156,0.8202,0.063802
1,6,0.073065,0.56763,0.82364,0.069218
1,6,0.074672,0.572,0.82244,0.063452
1,6,0.072467,0.56243,0.82883,0.061977
1,6,0.073968,0.56961,0.82486,0.072686
1,6,0.071396,0.55991,0.82714,0.072602
1,6,0.072539,0.5683,0.82323,0.065797
1,6,0.072313,0.56936,0.82198,0.075071
1,6,0.07497,0.57839,0.81714,0.075284
1,6,0.07521,0.57903,0.81598,0.059944
1,6,0.076505,0.57888,0.81402,0.072336
1,6,0.074113,0.56512,0.82154,0.077273
1,6,0.073509,0.55947,0.82394,0.056262
1,6,0.070927,0.55171,0.83166,0.07401
1,6,0.073048,0.56951,0.82236,0.065949
1,6,0.072863,0.56561,0.82454,0.071201
1,6,0.072859,0.563,0.82409,0.061069
1,6,0.074101,0.57066,0.82228,0.064907
1,6,0.072519,0.56074,0.82609,0.06208
1,6,0.073916,0.57035,0.82123,0.05591
1,6,0.072762,0.5649,0.82365,0.068146
1,6,0.074024,0.56929,0.82061,0.06974
1,6,0.072507,0.56408,0.82582,0.060634
1,6,0.073743,0.56697,0.82156,0.064956
1,6,0.072979,0.56939,0.82275,0.066427
1,6,0.071784,0.55682,0.82857,0.068153
1,6,0.073477,0.56924,0.82292,0.061396
1,6,0.071872,0.55887,0.827,0.061585
1,6,0.073877,0.57049,0.82168,0.065596
1,6,0.072529,0.56559,0.82314,0.061246
1,6,0.073661,0.56863,0.82204,0.067652
1,6,0.071699,0.55964,0.82881,0.064996
1,6,0.073431,0.56555,0.82269,0.064396
1,6,0.072694,0.56809,0.82268,0.068282
1,6,0.073107,0.5677,0.82129,0.066941
1,6,0.072298,0.56395,0.82654,0.063458
1,6,0.072918,0.56228,0.82479,0.064517
1,6,0.07262,0.56469,0.82554,0.061609
1,6,0.073447,0.56809,0.82047,0.059859
1,6,0.073482,0.57117,0.82142,0.070764
1,6,0.073333,0.566,0.82226,0.057106
1,6,0.073264,0.56897,0.82344,0.068279
1,6,0.072617,0.56273,0.82393,0.061518
1,6,0.073603,0.57259,0.82072,0.070191
1,6,0.073059,0.56427,0.82279,0.066508
1,6,0.073179,0.56578,0.82493,0.060382
1,6,0.071842,0.55653,0.82813,0.061879
1,6,0.072809,0.56743,0.82441,0.064161
1,6,0.072057,0.56063,0.82681,0.068082
1,6,0.073734,0.57006,0.82232,0.067125
1,6,0.071973,0.55852,0.82689,0.059444
1,6,0.072821,0.56708,0.82462,0.066892
1,6,0.071342,0.55628,0.82796,0.069978
1,6,0.072688,0.56484,0.82624,0.065905
1,6,0.071398,0.55472,0.82938,0.063208
1,6,0.072771,0.56504,0.8258,0.063769
1,6,0.071993,0.5605,0.82536,0.063917
1,6,0.073141,0.56505,0.82453,0.07065
1,6,0.072177,0.55946,0.82737,0.066847
1,6,0.072736,0.56176,0.82636,0.066136
1,6,0.071348,0.55906,0.82838,0.069363
1,6,0.073152,0.56498,0.82394,0.066391
1,6,0.072991,0.563,0.82566,0.060704
1,6,0.073309,0.55996,0.8263,0.059172
1,6,0.072877,0.5623,0.82811,0.065521
1,6,0.072109,0.55542,0.8296,0.063976
1,6,0.073142,0.56142,0.82871,0.057929
1,6,0.071905,0.55464,0.83038,0.069752
1,6,0.073252,0.56149,0.82663,0.064986
1,6,0.072297,0.55845,0.82926,0.063612
1,6,0.073199,0.55941,0.82817,0.062532
1,6,0.07241,0.56009,0.82902,0.060027
1,6,0.072624,0.55774,0.82794,0.062454
1,6,0.072624,0.56231,0.82765,0.064237
1,6,0.072328,0.55642,0.82838,0.067487
1,6,0.073997,0.56804,0.82359,0.064509
1,6,0.072151,0.55931,0.82708,0.062823
1,6,0.073821,0.5652,0.82421,0.070809
1,6,0.071556,0.55557,0.83147,0.065729
1,6,0.072936,0.55819,0.82722,0.056404
1,6,0.072736,0.56314,0.82711,0.065278
1,6,0.072844,0.55814,0.82663,0.066295
1,6,0.073318,0.56331,0.82705,0.060092
1,6,0.071887,0.55435,0.83042,0.061265
1,6,0.073177,0.56371,0.82599,0.064337
1,6,0.072128,0.55779,0.82779,0.070893
1,6,0.07309,0.56049,0.82734,0.062256
1,6,0.072226,0.55846,0.82884,0.056893
1,6,0.072908,0.56027,0.82687,0.064754
1,6,0.072382,0.56141,0.82806,0.066559
1,6,0.072596,0.55787,0.82763,0.05601
1,6,0.072604,0.56052,0.82912,0.064768
1,6,0.072166,0.55631,0.8283,0.065454
1,6,0.073255,0.56426,0.82656,0.063974
1,6,0.07201,0.55571,0.82986,0.068104
1,6,0.073508,0.56338,0.82631,0.063022
1,6,0.072163,0.55851,0.82783,0.057691
1,6,0.073329,0.56271,0.8268,0.065215
1,6,0.072136,0.5575,0.82937,0.064513
1,6,0.073477,0.56234,0.82655,0.063505
1,6,0.071831,0.5579,0.82997,0.069685
1,6,0.073395,0.5625,0.82532,0.064281
1,6,0.071974,0.55894,0.83005,0.062156
1,6,0.072989,0.55761,0.82788,0.05912
1,6,0.072233,0.56118,0.82909,0.060539
1,6,0.072924,0.56097,0.82587,0.058322
1,6,0.072291,0.55963,0.82923,0.069983
1,6,0.072468,0.55592,0.82922,0.057576
1,6,0.072305,0.56,0.82954,0.059629
1,6,0.072185,0.55619,0.82822,0.070495
1,6,0.072624,0.56207,0.82887,0.06157
1,6,0.072282,0.55446,0.82977,0.059235
1,6,0.07219,0.55887,0.83068,0.061465
1,6,0.07145,0.5523,0.83142,0.062727
1,6,0.072341,0.55749,0.83123,0.061903
1,6,0.071549,0.55286,0.83141,0.070912
1,6,0.072462,0.55875,0.82938,0.063673
1,6,0.071719,0.55795,0.82924,0.065165
1,6,0.073061,0.56002,0.82812,0.071061
1,6,0.0729,0.56171,0.82868,0.063087
1,6,0.072063,0.55499,0.82991,0.055798
1,6,0.073065,0.56243,0.82775,0.063106
1,6,0.072121,0.55483,0.82951,0.065952
1,6,0.073437,0.56212,0.82693,0.066733
1,6,0.071791,0.55715,0.82969,0.062153
1,6,0.072691,0.55746,0.82827,0.063013
1,6,0.072045,0.55765,0.83093,0.064246
1,6,0.071973,0.55135,0.83106,0.06165
1,6,0.072547,0.56107,0.82905,0.055514
1,6,0.071582,0.55304,0.83078,0.062404
1,6,0.073056,0.56034,0.82832,0.06226
1,6,0.071631,0.55508,0.83119,0.064403
1,6,0.072614,0.56331,0.82637,0.066281
1,6,0.070662,0.54852,0.83625,0.063127
1,6,0.072167,0.55314,0.83064,0.060257
1,6,0.072602,0.56018,0.83096,0.064697
1,6,0.071505,0.5526,0.83182,0.063206
1,6,0.072415,0.55729,0.8307,0.059769
1,6,0.071017,0.55156,0.83283,0.062055
1,6,0.071647,0.55458,0.83081,0.068312
1,6,0.071365,0.55458,0.83258,0.068008
1,6,0.07166,0.55146,0.83199,0.054631
1,6,0.07269,0.55916,0.82997,0.058827
1,6,0.071599,0.55287,0.83141,0.065841
1,6,0.072955,0.55914,0.82849,0.063346
1,6,0.071754,0.55386,0.83175,0.057165
1,6,0.073089,0.56038,0.82741,0.05831
1,6,0.071319,0.55383,0.83289,0.066186
1,6,0.071531,0.5494,0.83373,0.064089
1,6,0.071599,0.55146,0.8347,0.058302
1,6,0.070694,0.54575,0.83539,0.061713
1,6,0.072149,0.55727,0.83118,0.064146
1,6,0.070167,0.5424,0.83781,0.056424
1,6,0.072061,0.55411,0.83187,0.067856
1,6,0.070077,0.54523,0.83661,0.068657
1,6,0.071893,0.55184,0.83361,0.061306
1,6,0.070466,0.54611,0.83714,0.058222
1,6,0.071469,0.55043,0.83354,0.060469
1,6,0.071204,0.55054,0.83512,0.066941
1,6,0.071146,0.54653,0.83562,0.054234
1,6,0.070666,0.55015,0.83655,0.064351
1,6,0.070582,0.54481,0.83622,0.06522
1,6,0.070659,0.54769,0.83761,0.059502
1,6,0.070346,0.54412,0.83646,0.057243
1,6,0.07067,0.54768,0.83864,0.066474
1,6,0.06997,0.54122,0.83887,0.067197
1,6,0.071192,0.55283,0.83505,0.059055
1,6,0.070828,0.5479,0.83458,0.071491
1,6,0.071765,0.55245,0.83423,0.057625
1,6,0.070454,0.5448,0.83675,0.058049
1,6,0.071652,0.55367,0.83374,0.063581
1,6,0.070447,0.54546,0.83731,0.06635
1,6,0.072154,0.55416,0.83298,0.055837
1,6,0.070479,0.54641,0.83684,0.068038
1,6,0.072465,0.55674,0.83034,0.062429
1,6,0.070874,0.55032,0.83532,0.057586
1,6,0.07195,0.55494,0.83089,0.059897
1,6,0.07048,0.55165,0.83457,0.063613
1,6,0.072126,0.55211,0.8318,0.05729
1,6,0.071172,0.55176,0.83497,0.065138
1,6,0.071918,0.55235,0.83126,0.060544
1,6,0.071363,0.55348,0.83415,0.064061
1,6,0.07191,0.55093,0.83243,0.058481
1,6,0.071662,0.55509,0.83304,0.05989
1,6,0.071403,0.55063,0.83244,0.063659
1,6,0.072053,0.55686,0.8323,0.061943
1,6,0.071523,0.55064,0.83303,0.069568
1,6,0.072305,0.55721,0.83148,0.061257
1,6,0.071026,0.54911,0.83381,0.064383
1,6,0.072603,0.55643,0.83165,0.061845
1,6,0.071037,0.5467,0.83511,0.058975
1,6,0.071988,0.55346,0.83134,0.058608
1,6,0.072141,0.55684,0.83123,0.065508
1,6,0.071742,0.55042,0.83245,0.059479
1,6,0.072613,0.55782,0.8305,0.063883
1,6,0.071077,0.55045,0.83296,0.065182
1,6,0.07205,0.55372,0.83196,0.058244
1,6,0.071646,0.5544,0.83156,0.058895
1,6,0.071576,0.55188,0.83221,0.064363
1,6,0.072098,0.5578,0.83048,0.064545
1,6,0.07141,0.55079,0.83243,0.055731
1,6,0.072367,0.55706,0.83131,0.063412
1,6,0.070689,0.55017,0.83349,0.068279
1,6,0.072042,0.55409,0.83103,0.062422
1,6,0.070473,0.54921,0.83628,0.055978
1,6,0.070627,0.54766,0.8348,0.058495
1,6,0.070421,0.55391,0.83445,0.072586
1,6,0.071,0.54855,0.83365,0.062823
1,6,0.071616,0.55655,0.83146,0.058204
1,6,0.071409,0.55311,0.83056,0.068515
1,6,0.072002,0.55829,0.83147,0.066256
1,6,0.070856,0.54916,0.83373,0.056209
1,6,0.071526,0.55376,0.83327,0.060066
1,6,0.070081,0.54638,0.83571,0.06892
1,6,0.071689,0.55316,0.83349,0.059039
1,6,0.070634,0.54742,0.83506,0.056227
1,6,0.072382,0.55739,0.82991,0.068791
1,6,0.071183,0.55137,0.83393,0.062444
1,6,0.071135,0.54909,0.83465,0.055941
1,6,0.070905,0.55204,0.83447,0.062916
1,6,0.070695,0.54727,0.83474,0.061835
1,6,0.071238,0.55144,0.83495,0.060374
1,6,0.070971,0.54857,0.8333,0.062221
1,6,0.07212,0.55814,0.83058,0.069383
1,6,0.071055,0.54995,0.83348,0.064989
1,6,0.072304,0.5545,0.83121,0.057849
1,6,0.070895,0.55061,0.8342,0.060914
1,6,0.0699,0.54433,0.83552,0.073934
1,6,0.071101,0.55686,0.83136,0.060664
1,6,0.070537,0.55023,0.83243,0.058316
1,6,0.07131,0.55696,0.83073,0.080184
1,6,0.070204,0.55208,0.83259,0.067731
1,6,0.071918,0.558,0.82944,0.064974
1,6,0.071247,0.55942,0.82989,0.060044
1,6,0.071276,0.55528,0.82906,0.06196
1,6,0.071617,0.55975,0.82983,0.062914
1,6,0.070337,0.54971,0.8329,0.062288
1,6,0.072006,0.56266,0.82678,0.069501
1,6,0.070485,0.55483,0.83101,0.061046
1,6,0.071566,0.55591,0.82953,0.060528
1,6,0.070519,0.55319,0.83367,0.068397
1,6,0.071,0.55337,0.82997,0.062245
1,6,0.070877,0.55512,0.83276,0.063593
1,6,0.07049,0.5497,0.83278,0.061214
1,6,0.07169,0.55934,0.8298,0.06275
1,6,0.070248,0.55219,0.8314,0.065392
1,6,0.071107,0.55461,0.83214,0.059966
1,6,0.069706,0.54659,0.83554,0.064816
1,6,0.070718,0.55307,0.83307,0.060433
1,6,0.069465,0.54738,0.83574,0.061599
1,6,0.070538,0.54872,0.83524,0.062509
1,6,0.069876,0.54934,0.83482,0.064434
1,6,0.070805,0.55187,0.83236,0.062517
1,6,0.069722,0.54824,0.83539,0.070585
1,6,0.070235,0.54693,0.83533,0.059093
1,6,0.067933,0.54186,0.84113,0.064807
1,6,0.070245,0.54718,0.83513,0.0635
1,6,0.069663,0.54865,0.83637,0.062093
1,6,0.070011,0.54646,0.83556,0.065245
1,6,0.069297,0.54673,0.83811,0.071107
1,6,0.070221,0.54493,0.83615,0.057292
1,6,0.069533,0.54854,0.83675,0.064435
1,6,0.070541,0.54821,0.83378,0.064379
1,6,0.069179,0.54415,0.84003,0.061273
1,6,0.069959,0.54608,0.83554,0.061608
1,6,0.06949,0.54737,0.83774,0.070377
1,6,0.06972,0.54225,0.83806,0.057052
1,6,0.069724,0.54949,0.83618,0.063301
1,6,0.06978,0.54397,0.83664,0.066981
1,6,0.069961,0.54728,0.83792,0.060188
1,6,0.069914,0.54482,0.83632,0.060926
1,6,0.070189,0.55044,0.83624,0.068512
1,6,0.070207,0.54636,0.83501,0.065897
1,6,0.07092,0.55263,0.83488,0.057342
1,6,0.069446,0.53973,0.83788,0.066538
1,6,0.070456,0.54898,0.83622,0.063159
1,6,0.070108,0.54713,0.83468,0.064349
1,6,0.070958,0.55251,0.8333,0.063725
1,6,0.069939,0.54708,0.8359,0.068313
1,6,0.070939,0.5498,0.83444,0.058419
1,6,0.07008,0.5489,0.83486,0.065913
1,6,0.071204,0.55168,0.83247,0.065106
1,6,0.070411,0.55068,0.83472,0.059814
1,6,0.072427,0.55977,0.82736,0.064438
1,6,0.070196,0.55149,0.83452,0.070585
1,6,0.070829,0.54809,0.83397,0.061645
1,6,0.070556,0.55204,0.83451,0.059409
1,6,0.070694,0.5488,0.83249,0.064596
1,6,0.070722,0.55459,0.83376,0.06053
1,6,0.070154,0.54469,0.8363,0.060572
1,6,0.070358,0.55303,0.83428,0.066912
1,6,0.070368,0.54792,0.83371,0.063962
1,6,0.071124,0.55362,0.83394,0.062219
1,6,0.069923,0.54717,0.83559,0.061026
1,6,0.070621,0.55305,0.83397,0.057963
1,6,0.070229,0.5473,0.83414,0.06583
1,6,0.07101,0.55357,0.83359,0.060616
1,6,0.069784,0.54627,0.835,0.061666
1,6,0.070304,0.5492,0.83678,0.066676
1,6,0.069491,0.54248,0.83763,0.062866
